[2023-10-29 13:00:49] NOTICE (traceId:|customerId:) {/var/www/bbva-uat/controllers/admin/AdminOrdersController.php:L617} :: E_NOTICE: Undefined variable: decidirLogger :: Ctx:{"code":8,"message":"Undefined variable: decidirLogger","file":"/var/www/bbva-uat/override/classes/order/OrderHistory.php","line":263} 
[2023-10-29 13:00:49] WARNING (traceId:|customerId:) {/var/www/bbva-uat/override/classes/ObjectModel.php:L87} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/ObjectModel.php","line":644} 
[2023-10-29 13:00:49] INFO (traceId:653E81B15FC8A|customerId:) {/var/www/bbva-uat/modules/notificacionesProveedores/notificacionesProveedores.php:L435} :: INFO :: Ctx:{"data":"\"notificacionesProveedores - hookActionObjectUpdateAfter\"","step":"Cambio de estado desde backoffice | ID Pedido: 2703 | Nuevo estado: 8 | Usuario: 3","totalSteps":1,"log_name":"APER"} 
[2023-10-29 13:00:49] NOTICE (traceId:|customerId:) {/var/www/bbva-uat/controllers/admin/AdminOrdersController.php:L617} :: E_NOTICE: Undefined variable: decidirLogger :: Ctx:{"code":8,"message":"Undefined variable: decidirLogger","file":"/var/www/bbva-uat/override/classes/order/OrderHistory.php","line":276} 
[2023-10-29 13:00:49] WARNING (traceId:|customerId:) {/var/www/bbva-uat/override/classes/ObjectModel.php:L87} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/ObjectModel.php","line":644} 
[2023-10-29 13:00:49] INFO (traceId:653E81B15FC8A|customerId:) {/var/www/bbva-uat/modules/notificacionesProveedores/notificacionesProveedores.php:L435} :: INFO :: Ctx:{"data":"\"notificacionesProveedores - hookActionObjectUpdateAfter\"","step":"Cambio de estado desde backoffice | ID Pedido: 2703 | Nuevo estado: 8 | Usuario: 3","totalSteps":1,"log_name":"APER"} 
[2023-10-29 13:01:22] NOTICE (traceId:|customerId:) {/var/www/bbva-uat/controllers/admin/AdminOrdersController.php:L617} :: E_NOTICE: Undefined variable: decidirLogger :: Ctx:{"code":8,"message":"Undefined variable: decidirLogger","file":"/var/www/bbva-uat/override/classes/order/OrderHistory.php","line":263} 
[2023-10-29 13:01:22] WARNING (traceId:|customerId:) {/var/www/bbva-uat/override/classes/ObjectModel.php:L87} :: E_WARNING: count(): Parameter must be an array or an object that implements Countable :: Ctx:{"code":2,"message":"count(): Parameter must be an array or an object that implements Countable","file":"/var/www/bbva-uat/classes/ObjectModel.php","line":644} 
[2023-10-29 13:01:22] INFO (traceId:653E81D22EACA|customerId:) {/var/www/bbva-uat/modules/notificacionesProveedores/notificacionesProveedores.php:L435} :: INFO :: Ctx:{"data":"\"notificacionesProveedores - hookActionObjectUpdateAfter\"","step":"Cambio de estado desde backoffice | ID Pedido: 2703 | Nuevo estado: 2 | Usuario: 3","totalSteps":1,"log_name":"APER"} 
[2023-10-29 13:01:22] ERROR (traceId:653E81D22EACA|customerId:) {/var/www/bbva-uat/modules/notificacionesProveedores/class/ohgiftcard.php:L33} :: Ohgiftcard __construct No se pudo obtener la configuracion para Outletech en modo TEST :: Ctx:{"data":"[]","step":1,"totalSteps":1,"log_name":"notificacionesProveedores"} 
[2023-10-29 13:01:22] NOTICE (traceId:|customerId:) {/var/www/bbva-uat/modules/notificacionesProveedores/class/ohgiftcard.php:L56} :: E_NOTICE: Undefined index: id_product :: Ctx:{"code":8,"message":"Undefined index: id_product","file":"/var/www/bbva-uat/modules/notificacionesProveedores/class/ohgiftcard.php","line":173} 
